transaction_id,user_id,stock_symbol,transaction_type,quantity,price_per_share,transaction_date
479,1048,SBIN,Sell,6,2537.26,2024-03-16
480,1008,TCS,Buy,1,2578.56,2024-12-07
481,1018,SBIN,Buy,25,1188.83,2024-10-21
482,1012,RELIANCE,Sell,43,1029.01,2023-02-02
483,1038,HCLTECH,Sell,38,2696.15,2024-10-19
484,1015,TCS,Buy,28,3640.94,2024-08-04
485,1003,RELIANCE,Buy,27,1586.08,2024-06-28
486,1041,HDFCBANK,Buy,22,3900.31,2024-04-16
487,1021,WIPRO,Sell,31,2631.39,2024-05-24
488,1022,WIPRO,Buy,30,3314.54,2024-01-20
489,1011,INFY,Sell,36,3001.89,2024-07-07
490,1039,AXISBANK,Sell,43,1056.66,2024-05-15
491,1027,RELIANCE,Buy,38,3206.74,2024-12-02
492,1012,AXISBANK,Sell,44,3051.38,2023-12-23
493,1044,ICICIBANK,Sell,18,3247.94,2024-05-12
494,1041,SBIN,Buy,1,643.14,2023-12-05
495,1001,RELIANCE,Buy,27,1847.72,2023-10-17
496,1031,TCS,Sell,41,3369.29,2024-11-07
497,1006,ICICIBANK,Buy,4,1232.33,2024-02-22
498,1002,TCS,Sell,9,2460.94,2023-05-19
499,1046,WIPRO,Sell,26,3622.18,2023-06-11
500,1035,TCS,Sell,35,1008.92,2023-10-19
501,1009,HDFCBANK,Buy,6,2517.93,2024-04-01
502,1019,WIPRO,Sell,14,1910.98,2023-08-15
503,1001,TCS,Buy,1,2738.18,2023-01-07
504,1010,RELIANCE,Buy,8,3836.45,2023-04-18
505,1001,SBIN,Buy,22,2524.26,2023-04-28
506,1005,INFY,Sell,14,1388.54,2023-07-30
507,1022,AXISBANK,Sell,35,2342.56,2023-09-16
508,1006,SBIN,Sell,25,3217.91,2023-09-20
509,1035,AXISBANK,Sell,34,759.1,2024-09-05
510,1015,RELIANCE,Sell,33,1596.87,2023-10-13
511,1005,RELIANCE,Buy,3,1844.17,2024-07-12
512,1037,INFY,Buy,34,1436.64,2023-03-14
513,1020,SBIN,Sell,26,2570.16,2023-09-20
514,1021,AXISBANK,Sell,15,3220.21,2024-08-28
515,1003,ICICIBANK,Sell,22,3273.75,2024-04-26
516,1001,HDFCBANK,Buy,31,888.33,2023-01-28
517,1028,HDFCBANK,Buy,34,2277.33,2023-02-02
518,1003,SBIN,Buy,24,1129.36,2023-07-29
519,1018,AXISBANK,Sell,49,3699.73,2023-05-08
520,1027,TCS,Buy,42,2790.69,2023-04-27
521,1048,SBIN,Buy,3,3164.22,2024-03-29
522,1031,HCLTECH,Buy,25,2933.7,2023-08-13
523,1044,AXISBANK,Buy,2,2975.17,2023-10-08
524,1040,RELIANCE,Sell,21,2524.37,2023-11-03
525,1028,RELIANCE,Sell,26,1330.3,2024-03-02
526,1025,WIPRO,Buy,14,1392.21,2023-04-11
527,1016,HCLTECH,Sell,30,1333.58,2023-08-16
528,1022,RELIANCE,Sell,16,1003.75,2023-03-31
529,1049,WIPRO,Buy,35,2966.29,2024-01-07
530,1039,INFY,Sell,31,1216.85,2024-07-21
531,1012,SBIN,Buy,46,3307.53,2023-07-06
532,1035,AXISBANK,Buy,19,1863.89,2024-12-26
533,1033,HDFCBANK,Sell,27,1603.64,2023-02-07
534,1002,TCS,Buy,13,2613.71,2023-08-28
535,1011,HCLTECH,Sell,6,1377.99,2023-05-20
536,1019,AXISBANK,Sell,21,3469.74,2024-10-27
537,1048,ICICIBANK,Buy,8,3623.93,2024-02-11
538,1022,RELIANCE,Sell,40,3020.71,2024-07-19
539,1029,WIPRO,Sell,31,1812.42,2023-02-25
540,1044,INFY,Buy,41,819.36,2023-08-24
541,1002,HCLTECH,Sell,47,3358.4,2023-11-10
542,1007,HDFCBANK,Buy,3,3260.44,2024-10-10
543,1047,WIPRO,Buy,38,3546.09,2023-09-13
544,1046,RELIANCE,Buy,18,1534.19,2023-08-21
545,1012,HDFCBANK,Buy,9,3565.75,2023-11-19
546,1017,AXISBANK,Sell,10,3070.48,2023-03-26
547,1018,HDFCBANK,Buy,9,3643.74,2023-03-19
548,1043,ICICIBANK,Buy,13,3546.36,2024-03-11
549,1002,SBIN,Sell,44,941.69,2024-12-06
550,1048,WIPRO,Buy,47,2947.95,2024-01-09
551,1045,WIPRO,Buy,1,3629.86,2024-01-04
552,1014,TCS,Sell,9,1009.16,2023-09-19
553,1035,TCS,Sell,15,2844.33,2024-10-15
554,1030,SBIN,Sell,15,3792.17,2024-09-11
555,1041,WIPRO,Buy,7,1724.3,2024-09-22
556,1018,SBIN,Sell,14,1500.09,2023-09-24
557,1026,INFY,Buy,25,898.28,2023-04-07
558,1038,INFY,Buy,46,3545.86,2024-01-08
559,1030,RELIANCE,Sell,17,3636.54,2023-04-01
560,1035,HDFCBANK,Buy,48,739.52,2024-06-27
561,1029,SBIN,Sell,33,679.42,2024-01-22
562,1025,ICICIBANK,Buy,50,2984.46,2023-11-28
563,1035,RELIANCE,Buy,20,2658.45,2023-01-30
564,1034,ICICIBANK,Buy,30,1212.06,2023-08-23
565,1006,INFY,Sell,8,2273.51,2023-09-18
566,1030,RELIANCE,Buy,13,1315.53,2024-07-24
567,1007,ICICIBANK,Sell,5,3606.36,2024-06-17
568,1036,HDFCBANK,Buy,14,2221.25,2024-11-25
569,1013,INFY,Buy,39,1183.58,2023-05-01
570,1037,HCLTECH,Sell,39,1882.14,2024-12-15
571,1042,WIPRO,Sell,41,2706.06,2023-05-10
572,1002,SBIN,Sell,50,3259.42,2024-05-01
573,1045,TCS,Buy,29,1253.35,2024-03-14
574,1044,HDFCBANK,Buy,10,1328.1,2023-10-19
575,1031,INFY,Sell,42,1515.07,2024-09-18
576,1022,WIPRO,Buy,40,935.7,2024-05-11
577,1032,SBIN,Buy,15,3514.24,2023-03-09
578,1027,HDFCBANK,Buy,32,1490.19,2023-02-21
579,1034,SBIN,Buy,8,2277.57,2024-09-19
580,1021,INFY,Sell,13,1200.8,2023-03-07
581,1019,HCLTECH,Sell,42,3039.8,2023-06-03
582,1025,ICICIBANK,Buy,10,2043.07,2024-08-05
583,1019,RELIANCE,Buy,39,2212.48,2023-06-21
584,1010,RELIANCE,Sell,17,3093.72,2023-02-17
585,1008,RELIANCE,Buy,29,3706.25,2023-10-26
586,1035,ICICIBANK,Buy,3,1546.07,2023-01-07
587,1031,INFY,Sell,42,3743.55,2023-03-18
588,1007,AXISBANK,Buy,34,649.54,2023-11-02
589,1046,INFY,Sell,17,3079.94,2024-03-08
590,1017,HCLTECH,Sell,11,1331.56,2024-02-08
591,1008,HCLTECH,Buy,32,2775.65,2023-08-14
592,1041,HDFCBANK,Buy,15,1002.4,2023-12-15
593,1039,RELIANCE,Buy,49,3337.28,2024-12-15
594,1038,RELIANCE,Buy,7,1478.03,2024-01-15
595,1018,AXISBANK,Sell,38,1969.47,2024-09-04
596,1003,INFY,Buy,29,705.14,2024-03-30
597,1022,WIPRO,Sell,25,3669.5,2024-07-08
598,1019,HDFCBANK,Buy,50,812.01,2024-06-11
599,1047,RELIANCE,Buy,34,1245.49,2023-06-18
600,1021,TCS,Sell,27,2523.84,2023-11-25
601,1036,RELIANCE,Sell,46,2493.19,2023-03-06
602,1035,ICICIBANK,Buy,20,832.28,2023-10-14
603,1042,WIPRO,Buy,42,1416.38,2023-06-20
604,1050,WIPRO,Buy,24,1007.35,2023-07-22
605,1002,ICICIBANK,Sell,4,2710.4,2024-03-30
606,1050,WIPRO,Sell,30,2639.51,2024-08-26
607,1037,HCLTECH,Buy,11,3431.1,2023-05-10
608,1018,INFY,Sell,46,1399.84,2023-12-01
609,1032,AXISBANK,Sell,33,1914.55,2023-05-30
610,1039,AXISBANK,Sell,12,2928.94,2023-10-06
611,1014,SBIN,Sell,46,2974.36,2023-03-31
612,1007,TCS,Sell,20,1629.1,2023-02-19
613,1047,HDFCBANK,Sell,27,3227.77,2024-09-30
614,1009,INFY,Buy,23,3164.12,2024-11-01
615,1031,AXISBANK,Buy,44,3432.44,2024-10-24
616,1028,ICICIBANK,Sell,24,2544.27,2024-06-29
617,1006,HCLTECH,Sell,9,836.21,2023-01-22
618,1034,ICICIBANK,Sell,16,1876.57,2024-12-02
619,1047,INFY,Sell,4,2863.59,2024-02-13
620,1019,RELIANCE,Sell,18,2343.94,2023-12-17
621,1036,SBIN,Buy,10,505.33,2024-08-07
622,1022,SBIN,Sell,13,1349.66,2024-06-09
623,1043,AXISBANK,Sell,35,1099.23,2023-06-06
624,1029,ICICIBANK,Buy,7,516.57,2023-04-03
625,1022,HDFCBANK,Sell,35,902.63,2024-01-22
626,1050,WIPRO,Buy,7,2406.65,2023-11-06
627,1019,TCS,Buy,8,2894.04,2023-07-19
628,1029,RELIANCE,Buy,30,1402.41,2023-06-10
629,1045,RELIANCE,Sell,46,3411.11,2024-05-12
630,1002,HCLTECH,Sell,2,3862.73,2023-02-02
631,1007,WIPRO,Buy,41,3189.85,2024-09-11
632,1014,WIPRO,Sell,15,2120.91,2023-06-17
633,1039,HCLTECH,Sell,12,1989.12,2024-04-29
634,1001,ICICIBANK,Buy,19,1713.85,2023-04-24
635,1021,AXISBANK,Sell,48,3012.4,2023-03-23
636,1017,SBIN,Sell,50,1073.33,2023-06-03
637,1015,AXISBANK,Sell,42,581.28,2023-12-23
638,1031,WIPRO,Buy,2,3937.76,2023-10-21
639,1030,HCLTECH,Buy,13,3357.33,2023-10-08
640,1045,SBIN,Buy,3,2220.41,2024-02-29
641,1030,AXISBANK,Sell,1,1190.89,2024-10-04
642,1014,INFY,Sell,9,2808.92,2023-04-28
643,1047,HCLTECH,Sell,40,1476.29,2023-03-23
644,1006,ICICIBANK,Buy,35,2170.11,2024-04-08
645,1048,SBIN,Buy,13,2658.31,2024-01-14
646,1049,ICICIBANK,Sell,46,2298.4,2023-04-26
647,1019,INFY,Buy,6,1711.46,2024-03-13
648,1042,ICICIBANK,Sell,42,2934.47,2023-11-12
649,1041,HDFCBANK,Sell,32,3901.08,2024-05-10
650,1036,TCS,Sell,41,1509.86,2024-06-12
651,1032,RELIANCE,Sell,44,3385.86,2023-11-25
652,1026,WIPRO,Sell,36,1793.86,2024-11-12
653,1027,RELIANCE,Sell,3,1985.62,2024-02-09
654,1029,WIPRO,Buy,44,1293.65,2024-01-20
655,1022,HDFCBANK,Sell,2,2687.16,2024-06-11
656,1010,RELIANCE,Sell,5,3215.09,2024-12-13
657,1012,TCS,Buy,42,3963.66,2024-11-20
658,1001,HCLTECH,Sell,44,2010.26,2023-09-08
659,1019,ICICIBANK,Sell,20,3852.73,2024-10-09
660,1003,RELIANCE,Sell,11,3635.04,2024-01-23
661,1007,INFY,Sell,47,1489.89,2024-01-23
662,1020,WIPRO,Sell,3,2550.91,2024-05-08
663,1018,SBIN,Sell,5,709.48,2024-06-04
664,1042,WIPRO,Buy,30,2717.58,2024-11-10
665,1036,HDFCBANK,Sell,5,1983.82,2023-06-06
666,1003,INFY,Sell,1,1531.06,2024-02-26
667,1004,TCS,Buy,40,650.86,2024-04-18
668,1039,RELIANCE,Sell,42,784.37,2024-12-24
669,1009,TCS,Buy,7,768.91,2023-06-19
670,1005,INFY,Buy,7,3770.57,2023-01-08
671,1028,INFY,Buy,31,3011.68,2023-09-22
672,1029,HCLTECH,Buy,35,856.55,2024-07-02
673,1024,ICICIBANK,Buy,6,2692.85,2024-08-03
674,1003,HCLTECH,Buy,7,3052.12,2024-11-29
675,1025,SBIN,Sell,36,2945.62,2023-09-05
676,1035,ICICIBANK,Sell,16,2480.96,2024-09-27
677,1006,RELIANCE,Sell,50,3883.32,2023-09-07
678,1048,WIPRO,Sell,33,1807.79,2023-01-28
679,1001,TCS,Buy,17,3092.02,2024-02-12
680,1045,HDFCBANK,Buy,12,905.41,2023-04-26
681,1032,AXISBANK,Buy,18,3880.38,2024-11-10
682,1009,TCS,Buy,43,1729.54,2023-07-19
683,1048,SBIN,Buy,41,832.76,2024-04-13
684,1032,RELIANCE,Sell,21,1163.31,2024-09-01
685,1008,HDFCBANK,Sell,26,3193.06,2023-05-02
686,1018,ICICIBANK,Sell,3,2732.22,2024-10-16
687,1015,ICICIBANK,Buy,49,1973.95,2023-10-22
688,1018,RELIANCE,Sell,3,3105.82,2024-03-28
689,1018,INFY,Sell,42,1957.79,2023-08-17
690,1050,WIPRO,Buy,42,3959.62,2024-07-11
691,1050,RELIANCE,Sell,24,3743.24,2024-07-02
692,1034,INFY,Buy,32,1197.37,2024-09-18
693,1037,INFY,Sell,19,3347.32,2024-01-01
694,1044,TCS,Sell,1,605.15,2023-02-21
695,1039,RELIANCE,Sell,12,3614.43,2024-09-13
696,1015,HCLTECH,Buy,3,2750.29,2023-03-07
697,1049,HDFCBANK,Sell,35,2803.79,2024-02-06
698,1038,SBIN,Sell,24,909.61,2024-11-05
699,1002,ICICIBANK,Sell,12,2179.63,2024-12-12
700,1015,ICICIBANK,Buy,43,3540.17,2023-01-31
701,1013,AXISBANK,Sell,49,1873.07,2023-02-21
702,1010,ICICIBANK,Sell,29,3395.52,2023-06-24
703,1048,HDFCBANK,Sell,5,2953.72,2023-04-12
704,1011,TCS,Sell,48,1146.04,2023-02-01
705,1010,WIPRO,Buy,26,1398.13,2023-08-22
706,1042,ICICIBANK,Sell,35,3049.05,2023-01-12
707,1032,AXISBANK,Buy,17,2618.38,2024-08-12
708,1017,WIPRO,Sell,25,2627.72,2024-10-17
709,1002,AXISBANK,Buy,28,1452.88,2023-12-15
710,1042,ICICIBANK,Buy,2,1950.74,2023-09-14
711,1006,WIPRO,Buy,2,2224.87,2024-10-31
712,1025,HCLTECH,Sell,36,2151.12,2023-05-05
713,1029,HCLTECH,Sell,38,1147.56,2024-09-13
714,1038,TCS,Sell,14,1577.52,2023-04-26
715,1005,HDFCBANK,Buy,11,3259.11,2024-11-05
716,1030,RELIANCE,Sell,21,3461.08,2024-05-24
717,1045,RELIANCE,Sell,17,2219.38,2023-12-24
718,1046,HCLTECH,Buy,50,657.23,2023-10-16
719,1033,WIPRO,Sell,35,2775.52,2024-01-28
720,1039,INFY,Sell,9,2263.68,2023-10-24
721,1010,INFY,Sell,13,654.95,2024-11-30
722,1032,AXISBANK,Buy,37,2332.4,2024-02-16
723,1009,AXISBANK,Buy,37,1404.01,2024-01-26
724,1020,SBIN,Buy,30,3694.93,2023-01-27
725,1003,SBIN,Buy,7,2684.86,2024-03-21
726,1008,WIPRO,Sell,38,1778.52,2023-03-12
727,1050,TCS,Sell,26,1916.11,2024-06-11
728,1014,INFY,Sell,18,3802.79,2024-09-08
729,1028,AXISBANK,Sell,10,2002.25,2024-09-17
730,1014,ICICIBANK,Buy,18,750.97,2024-02-07
731,1009,AXISBANK,Sell,24,1519.8,2024-08-11
732,1029,SBIN,Buy,11,2114.08,2024-04-11
733,1009,SBIN,Buy,32,1040.22,2023-03-01
734,1035,AXISBANK,Sell,12,806.19,2024-08-03
735,1021,RELIANCE,Sell,23,2818.52,2023-11-28
736,1008,INFY,Sell,21,3156.03,2024-12-04
737,1020,SBIN,Buy,13,2804.24,2024-08-09
738,1020,RELIANCE,Buy,36,1056.62,2023-06-10
739,1016,INFY,Sell,46,870.19,2023-08-13
740,1025,INFY,Sell,30,2196.23,2024-02-20
741,1010,RELIANCE,Buy,8,1029.18,2024-11-30
742,1008,ICICIBANK,Buy,19,786.43,2024-04-09
743,1038,INFY,Buy,48,3648.75,2023-11-21
744,1026,RELIANCE,Sell,45,1433.9,2024-10-03
745,1022,RELIANCE,Sell,17,3624.84,2024-01-10
746,1012,RELIANCE,Buy,14,2730.52,2024-10-18
747,1050,SBIN,Sell,43,3421.67,2024-09-06
748,1022,HCLTECH,Sell,20,2105.31,2023-10-29
749,1004,RELIANCE,Sell,12,2248.24,2024-04-16
750,1015,INFY,Buy,49,2039.91,2024-03-31
751,1007,SBIN,Buy,8,1628.26,2023-07-01
752,1013,HDFCBANK,Sell,43,2238.03,2024-10-23
753,1022,AXISBANK,Sell,50,1535.97,2024-11-02
754,1040,RELIANCE,Sell,13,2251.69,2024-09-11
755,1046,INFY,Sell,29,1108.98,2023-01-16
756,1004,AXISBANK,Sell,27,1611.25,2024-05-25
757,1022,HDFCBANK,Sell,32,1006.91,2024-11-18
758,1047,TCS,Sell,9,504.89,2023-01-01
759,1036,TCS,Buy,49,3549.16,2024-07-29
760,1004,SBIN,Sell,43,1178.28,2023-05-22
761,1005,TCS,Buy,47,1120.69,2023-08-23
762,1024,ICICIBANK,Sell,27,1234.31,2024-01-29
763,1047,TCS,Buy,37,525.73,2024-03-18
764,1029,TCS,Sell,10,3214.06,2023-07-17
765,1005,RELIANCE,Sell,49,1481.99,2023-09-16
766,1019,AXISBANK,Sell,34,1946.72,2023-02-20
767,1022,WIPRO,Sell,29,3269.76,2024-01-19
768,1022,ICICIBANK,Sell,26,3971.87,2024-10-29
769,1049,WIPRO,Buy,14,3442.54,2023-07-23
770,1046,AXISBANK,Sell,26,2000.0,2024-10-02
771,1048,RELIANCE,Buy,31,1166.26,2023-08-24
772,1011,HDFCBANK,Buy,18,2259.13,2024-08-23
773,1033,RELIANCE,Buy,43,2197.35,2023-11-13
774,1031,HDFCBANK,Sell,12,906.8,2023-10-26
775,1004,HCLTECH,Buy,45,3080.35,2024-09-21
776,1006,INFY,Buy,10,2470.3,2023-10-26
777,1042,SBIN,Sell,7,835.31,2023-02-18
778,1032,RELIANCE,Sell,37,3618.28,2023-05-08
779,1014,HDFCBANK,Sell,39,1504.43,2024-05-12
780,1009,ICICIBANK,Buy,48,3663.88,2024-12-27
781,1046,RELIANCE,Buy,45,1429.99,2023-04-09
782,1044,SBIN,Buy,29,3954.76,2023-07-05
783,1022,HCLTECH,Buy,49,816.2,2023-08-11
784,1001,TCS,Buy,22,2023.21,2024-07-20
785,1016,SBIN,Sell,38,933.68,2024-10-06
786,1005,AXISBANK,Sell,20,1357.54,2023-09-17
787,1046,TCS,Sell,22,1091.57,2023-02-13
788,1006,HCLTECH,Sell,30,521.76,2023-01-28
789,1040,RELIANCE,Buy,48,2452.33,2024-01-09
790,1037,SBIN,Sell,45,736.62,2023-11-21
791,1025,WIPRO,Sell,19,602.0,2023-04-20
792,1002,AXISBANK,Buy,9,3323.83,2024-01-18
793,1020,SBIN,Sell,39,1044.42,2024-11-22
794,1029,TCS,Sell,10,1949.36,2024-11-01
795,1002,WIPRO,Buy,37,3325.12,2024-04-12
796,1011,INFY,Sell,49,2291.74,2024-07-11
797,1029,HCLTECH,Buy,27,3374.88,2023-03-05
798,1022,RELIANCE,Sell,38,1089.83,2024-06-07
799,1006,INFY,Buy,8,1207.78,2024-06-26
800,1046,HDFCBANK,Buy,25,1654.34,2023-04-28
801,1023,WIPRO,Sell,34,3123.38,2024-09-21
802,1003,WIPRO,Sell,28,3692.07,2023-10-02
803,1015,AXISBANK,Buy,34,3369.26,2023-11-16
804,1047,ICICIBANK,Sell,14,3840.77,2023-01-28
805,1037,SBIN,Sell,11,1119.72,2024-04-20
806,1046,WIPRO,Buy,8,1733.74,2023-12-29
807,1025,RELIANCE,Sell,17,2987.56,2023-10-28
808,1040,RELIANCE,Sell,2,2834.69,2023-12-23
809,1005,RELIANCE,Sell,27,774.13,2023-02-06
810,1044,HDFCBANK,Buy,14,1634.05,2023-03-20
811,1029,HCLTECH,Buy,50,1093.41,2024-01-01
812,1011,TCS,Sell,50,1410.6,2024-08-27
813,1035,TCS,Sell,5,558.9,2023-04-28
814,1004,HDFCBANK,Buy,32,3141.35,2023-01-16
815,1013,HCLTECH,Sell,37,3092.22,2023-01-26
816,1037,INFY,Buy,24,3460.65,2024-04-09
817,1001,SBIN,Sell,35,3271.96,2024-04-24
818,1038,WIPRO,Buy,37,1944.13,2023-04-14
819,1005,SBIN,Sell,50,1710.9,2024-05-04
820,1007,WIPRO,Buy,23,634.24,2023-09-09
821,1001,ICICIBANK,Buy,28,1317.11,2023-03-23
822,1028,AXISBANK,Sell,1,1114.27,2024-06-27
823,1037,AXISBANK,Buy,42,3217.65,2024-03-02
824,1043,TCS,Buy,9,1876.88,2024-05-19
825,1039,RELIANCE,Buy,42,2417.99,2023-09-27
826,1002,TCS,Sell,26,3357.26,2023-06-01
827,1011,ICICIBANK,Buy,43,1615.96,2023-10-25
828,1027,HCLTECH,Buy,33,3340.46,2024-08-31
829,1039,HDFCBANK,Buy,27,2223.56,2024-08-26
830,1041,TCS,Buy,22,2102.03,2024-08-26
831,1012,HDFCBANK,Buy,3,1200.1,2024-01-16
832,1019,SBIN,Sell,47,1566.63,2023-03-28
833,1010,RELIANCE,Sell,18,693.43,2024-11-15
834,1025,INFY,Sell,11,3273.32,2023-02-16
835,1015,ICICIBANK,Sell,9,2460.33,2024-04-18
836,1029,SBIN,Buy,42,2658.92,2024-06-28
837,1015,HDFCBANK,Sell,32,1284.86,2023-12-29
838,1047,INFY,Buy,10,3579.0,2024-04-22
839,1020,TCS,Sell,8,959.21,2024-05-06
840,1041,HCLTECH,Buy,35,1956.39,2024-12-26
841,1001,SBIN,Buy,3,2302.77,2023-09-20
842,1046,AXISBANK,Sell,50,1958.65,2024-05-20
843,1050,TCS,Buy,38,1431.9,2023-04-07
844,1022,INFY,Sell,32,1798.86,2024-06-14
845,1019,TCS,Sell,45,877.14,2024-07-08
846,1019,HDFCBANK,Sell,15,1344.13,2024-04-28
847,1013,HDFCBANK,Sell,8,2372.26,2023-08-19
848,1017,RELIANCE,Sell,26,594.02,2024-09-04
849,1035,TCS,Sell,44,883.32,2024-10-21
850,1046,HDFCBANK,Sell,48,800.36,2023-04-09
851,1007,HCLTECH,Sell,44,2434.98,2024-12-09
852,1012,RELIANCE,Buy,19,3060.81,2023-10-29
853,1048,WIPRO,Buy,32,3648.27,2024-09-12
854,1016,HCLTECH,Buy,5,2171.6,2023-08-17
855,1013,SBIN,Sell,18,3758.27,2024-12-13
856,1007,RELIANCE,Sell,41,1729.34,2024-08-02
857,1009,INFY,Sell,26,3187.4,2024-11-08
858,1021,WIPRO,Sell,10,1491.93,2024-06-12
859,1027,INFY,Sell,38,1121.29,2024-09-21
860,1049,INFY,Sell,15,1521.57,2023-04-05
861,1007,ICICIBANK,Sell,35,3683.36,2024-02-08
862,1037,TCS,Sell,48,1943.4,2024-10-30
863,1024,HDFCBANK,Buy,11,2787.07,2024-09-02
864,1007,INFY,Buy,19,1754.17,2023-05-27
865,1033,HDFCBANK,Sell,50,1021.82,2023-01-30
866,1039,RELIANCE,Sell,12,3162.84,2024-08-30
867,1002,SBIN,Buy,7,2296.83,2023-11-01
868,1039,HDFCBANK,Buy,48,3107.56,2023-12-12
869,1036,INFY,Sell,34,2653.28,2023-10-16
870,1032,WIPRO,Sell,40,817.13,2024-08-10
871,1003,ICICIBANK,Sell,33,2987.27,2023-05-28
872,1015,SBIN,Sell,47,3239.57,2023-12-20
873,1045,INFY,Sell,9,633.85,2023-10-04
874,1007,AXISBANK,Sell,49,1671.71,2024-09-05
875,1029,TCS,Sell,47,1624.52,2024-05-05
876,1016,SBIN,Sell,23,3684.46,2023-02-28
877,1046,ICICIBANK,Buy,2,1878.32,2023-02-04
878,1041,HCLTECH,Sell,26,3278.19,2024-12-01
879,1002,HCLTECH,Buy,21,584.69,2024-12-26
880,1010,INFY,Buy,4,2797.45,2023-02-01
881,1036,WIPRO,Buy,49,2792.64,2024-01-13
882,1016,INFY,Buy,43,2015.28,2023-07-18
883,1042,WIPRO,Buy,5,2112.94,2024-11-30
884,1041,ICICIBANK,Buy,11,3038.48,2023-01-21
885,1029,TCS,Buy,1,1083.46,2024-02-08
886,1044,TCS,Buy,24,3186.74,2024-06-01
887,1043,HDFCBANK,Buy,32,1393.79,2024-03-18
888,1037,SBIN,Sell,42,3193.16,2024-03-20
889,1032,HCLTECH,Buy,16,954.68,2024-11-11
890,1014,HDFCBANK,Buy,9,869.4,2023-06-17
891,1039,HCLTECH,Buy,38,3431.21,2023-06-28
892,1040,ICICIBANK,Sell,42,2074.69,2023-03-14
893,1001,HCLTECH,Sell,46,2327.44,2024-08-26
894,1009,WIPRO,Sell,44,1906.53,2024-09-28
895,1034,TCS,Sell,37,2484.01,2024-11-18
896,1026,WIPRO,Sell,48,923.4,2024-11-21
897,1021,WIPRO,Sell,29,2063.37,2024-05-02
898,1038,WIPRO,Sell,45,766.83,2024-08-28
899,1028,SBIN,Buy,7,3443.84,2024-01-26
900,1046,SBIN,Buy,36,1187.41,2024-06-26
901,1044,TCS,Buy,2,1585.44,2024-02-11
902,1030,INFY,Buy,32,3092.68,2023-11-23
903,1018,HCLTECH,Sell,17,1202.81,2024-01-29
904,1048,ICICIBANK,Sell,31,1573.84,2023-08-26
905,1001,WIPRO,Buy,22,2927.15,2023-03-30
906,1010,ICICIBANK,Sell,17,3348.42,2023-04-24
907,1018,HDFCBANK,Buy,36,3888.59,2023-11-27
908,1030,WIPRO,Sell,7,790.62,2024-11-23
909,1044,RELIANCE,Buy,50,1378.42,2024-03-15
910,1022,SBIN,Buy,25,2846.03,2023-11-24
911,1012,WIPRO,Sell,3,2392.08,2024-12-17
912,1020,SBIN,Sell,49,2671.04,2023-03-07
913,1021,INFY,Sell,2,3329.34,2024-12-27
914,1040,RELIANCE,Sell,40,1531.04,2023-03-23
915,1017,AXISBANK,Buy,29,1052.17,2023-11-19
916,1023,HDFCBANK,Buy,42,666.83,2023-02-18
917,1029,ICICIBANK,Buy,21,589.18,2023-03-19
918,1001,AXISBANK,Sell,14,2938.06,2023-11-19
919,1030,INFY,Sell,36,695.13,2024-08-24
920,1007,RELIANCE,Buy,1,1401.69,2023-05-02
921,1034,WIPRO,Buy,22,2185.66,2024-07-24
922,1022,WIPRO,Sell,15,665.49,2023-01-24
923,1034,HDFCBANK,Sell,34,2975.95,2024-09-06
924,1044,ICICIBANK,Sell,3,2335.15,2023-12-13
925,1013,INFY,Buy,2,3370.94,2023-12-01
926,1035,SBIN,Buy,46,1343.44,2024-06-17
927,1032,HCLTECH,Sell,28,1128.91,2023-11-20
928,1017,RELIANCE,Buy,24,3837.75,2023-01-24
929,1019,SBIN,Sell,15,1868.73,2024-01-21
930,1004,INFY,Buy,39,1655.36,2024-12-15
931,1037,RELIANCE,Buy,3,3280.54,2024-11-02
932,1011,RELIANCE,Buy,9,1028.82,2023-09-10
933,1012,ICICIBANK,Sell,2,1792.36,2024-07-15
934,1023,TCS,Buy,38,3717.69,2023-07-16
935,1024,SBIN,Sell,6,3952.08,2023-03-03
936,1044,SBIN,Sell,5,1933.02,2023-10-01
937,1024,WIPRO,Buy,14,3426.41,2023-02-24
938,1012,RELIANCE,Buy,21,2536.62,2023-04-05
939,1036,INFY,Buy,23,1393.95,2023-10-07
940,1017,AXISBANK,Buy,26,1965.07,2024-06-21
941,1007,SBIN,Buy,17,3494.76,2023-01-23
942,1012,SBIN,Sell,50,783.17,2023-09-26
943,1024,WIPRO,Sell,10,1949.08,2023-09-28
944,1014,HDFCBANK,Buy,38,2109.07,2023-05-19
945,1039,ICICIBANK,Buy,49,505.51,2023-01-08
946,1009,TCS,Sell,27,3891.19,2024-10-06
947,1037,INFY,Buy,25,1512.89,2023-06-29
948,1045,HDFCBANK,Sell,1,3548.52,2024-09-28
949,1040,HDFCBANK,Sell,40,3801.28,2023-10-12
950,1032,ICICIBANK,Sell,26,713.66,2023-02-24
951,1012,RELIANCE,Sell,8,2263.92,2024-04-08
952,1029,RELIANCE,Sell,15,3013.24,2024-11-24
953,1017,TCS,Sell,50,1597.63,2023-04-22
954,1023,HCLTECH,Buy,20,2486.54,2023-06-11
955,1002,AXISBANK,Buy,18,1224.55,2023-01-03
956,1001,WIPRO,Sell,47,1293.16,2023-06-09
957,1001,HDFCBANK,Sell,9,3510.76,2024-05-26
958,1047,HCLTECH,Buy,50,938.7,2024-06-07
